60,7.23E+17,183099835,The only good thing about getting my wisdom teeth pulled is the norcos.. And the bad is I can't even take them because I'm breastfeeding,4/20/2016 17:32,1,norcos,norco,0,,,7,,,
712,8.60E+17,27012001,Lunch and hydrocodones by way of my mom tomorrow. How lucky am I!,5/3/2017 2:47,1,hydrocodones,hydrocodone,0,,,7,,,
929,7.92E+17,194149078,Look it's too beautiful of a day for y'all to be upset. Catch me on a day I forget to take my antidepressants or something.,10/27/2016 18:27,1,antidepressants,antidepressants,0,,,7,,,
155,7.78E+17,240391453,My week off of benzodiazepines in two photos: https://t.co/R4aqEyhkuv,9/20/2016 1:42,1,benzodiazapines,benzodiazepines,0,,,7,,,
61,8.63E+17,20592715,"Please, tell me the name of these doctors? After 4 back surgeries I'm prescribed 2 tramadols a day, the doctor is terrified of the Feds. https://t.co/zY52YP4qWf",5/12/2017 15:27,1,tramadols,tramadol,0,,,7,,,
157,4.05E+17,220080641,RT @AdderalIHadMe: Adderall had me like... http://t.co/VNUpsOJT7M,11/26/2013 21:22,1,adderall,Adderall,0,,,8,,,
407,9.09E+17,4711457729,Knocking out in a NyQuil coma tonight to try and beat whatever is trying to pitch tent in my lungs 🙃🙃,9/15/2017 23:21,1,nyquil ,Nyquil,0,,,8,,,
648,4.29E+17,380031003,“@AdderalIHadMe: Adderall had me talking so much that I thought I was gonna run out of words” @MattieLentz @OhMGeeeeee that night 😂,2/1/2014 0:00,1,adderall,Adderall,0,,,8,,,
30,6.24E+17,573837100,Adderal the truth  https://t.co/uXoyRuRyS1,7/21/2015 18:00,1,adderal,Adderall,0,,,8,,error 11. Cannot recognize if �. Follows drug,
381,7.76E+17,1362646914,novacane for the pain,9/14/2016 0:23,1,novacane,novocain,0,,,9,9,,
555,2.98E+17,19742985,@GaynorPaul hmmm that makes little sense. Omeprazol?,2/3/2013 10:48,1,Omeprazol,Omeprazole,0,,,9,,,
946,5.90E+17,3091636054,Recently I was put on Metforman in the hopes of getting pregnant.,4/20/2015 9:12,1,metforman,metformin,0,,,9,,,
790,8.34E+17,295448855,"pt.1 so there was a recall on baby oragel. of course that would happen when my poor baby is teething..anyway,so i asked the pharmacist @ HEB",2/22/2017 16:00,1,baby oragel,baby orajel,0,,,9,,,
819,6.75E+17,20422177,I'm soooo nauseous from the cytoxin treatment yesterday. I curled up on the couch and Princess… https://t.co/Fs4iAEjsYG,12/9/2015 12:54,1,cytoxin,Cytoxan,0,,,9,,,
954,8.19E+17,2239909800,"@kaylaaareneaa I'm only taking it bc I'm so sick 😭 but ZQuil does it to me too, basically anything with a sleep aid in it.",1/10/2017 2:47,1,zquil,zzzquil,0,,,9,,,
792,6.93E+17,518076938,"@2_Blessed4You But Aj said that Gatorade and pedialite should do it for em . Good luck with it , I'm hoping for the best for you .",1/28/2016 5:50,1,pedialite,pedialyte,0,,,9,,,
213,5.74E+17,62254872,Rell talking about lets go out bitch I just popped a benedryl ima fall asleep in the bar,3/7/2015 4:54,1,benedryl,benadryl,0,,,9,,,
695,6.24E+17,280329066,@_Reeeese use maderma,7/23/2015 18:32,1,maderma,maderma,0,,,9,,,
450,7.83E+17,43272777,Sudafed PE maxium strength does NOT work at all #CongestedAF and #DruggedUpForNoReason,10/3/2016 3:36,1,sudafed pe maxium strength,sudafed PE maximum strength,0,,,10,16,,
301,7.20E+17,328176466,"""I put cortisone cream on my toothbrush this morning.""I'm dating a genius.",4/13/2016 6:59,1,cortisone cream,cortisone cream,0,,,10,,,
82,8.34E+17,1229038946,@mega_meoww excedrine migraine! I take 3 works every time for me,2/22/2017 4:07,1,excedrine migraine,excedrin migraine,0,,,10,,,
84,5.25E+17,29492055,Chillin at the Pain Clinic waiting for my cortisone shot between L4 &amp; L5 vertebrae. Oh joy. #needle #cortisone #compressedvertebrae #eeek💉,10/21/2014 14:36,1,cortisone shot; cortisone,cortisone shot; cortisone,0,,,10,,,
259,6.92E+17,2471914449,This codeine pill got me feeling 🆙,1/27/2016 1:08,1,codeine pill,codeine pill,0,,,10,,,
220,5.30E+17,2562324517,About to get two cortisone shots in my left hand. #NoPainNoGain #triggerfingersucks,11/4/2014 15:25,1,cortisone shots,cortisone shots,0,,,10,,,
463,9.05E+17,216462041,Who else on that Maca root ?,9/5/2017 18:36,1,maca root,maca root,0,,,10,,,
928,5.12E+17,103301172,Novo Nordisk Injection Receives Backing from FDA Panel http://t.co/K9BvAxLF7o,9/16/2014 23:48,1,novo nordisk,novo nordisk,0,,,10,,,
392,8.50E+17,7.62E+17,Osteoarthritis :: Cortisone Injections Make You Put Weight https://t.co/fQWfGNGgdY,4/6/2017 10:57,1,cortisone injections,cortisone injections,0,,,10,,,
662,7.45E+17,414073002,"RT @EssexBaby_: Oral #vitaminD spray? Weirdly, it's pretty tasty! @BetterYou_Ltd #pregnancyhealth - https://t.co/jGqJVKNgno https://t.co/U2…",6/20/2016 18:51,1,vitamind spray,vitamin D Spray,0,,,10,,,
269,9.03E+17,91216675,"@Gawge0us Micro Ingredients Organic Maca Powder, 1lb, Gelatinized, Non-GMO, for Enhanced Bioavailability https://t.co/n1DIUiuU0x",8/30/2017 15:19,1,Micro Ingredients Organic Maca Powder,Micro Ingredients Organic Maca Powder,0,,,10,,,
544,6.29E+17,414073002,Lacking energy? Our Boost B12 oral spray can help you combat tiredness &amp; fatigue http://t.co/294dJpOu3T http://t.co/9JCvQXB4xr,8/6/2015 13:34,1,boost b12 oral spray,Boost B12 oral spray,0,,,10,,,
298,8.41E+17,2199395154,"#5: Move Free Glucosamine Chondroitin MSM and Hyaluronic Acid Joint Supplement, 120 Count https://t.co/hOdXb9suBG",3/13/2017 16:45,1,move free glucosamine chondroitin msm and hyaluronic acid joint supplement,Move free glucosamine chondroitin MSM and hyaluronic Acid joint supplement,0,,,10,,,
364,2.89E+16,216561704,@jaysuar throat lozenges! Or gargle water with salt!,1/22/2011 20:58,1,throat lozenge,throat lozenge,0,,,10,,,
822,8.34E+17,1213605402,RT @Chi_Dikoko: @MamaletteNG: All sexually active #women should be taking #Folic Acid - See why here https://t.co/S5heKMCl7T,2/20/2017 18:25,1,folic acid,folic acid,0,,,10,,,
803,4.68E+17,316940067,@kent_marisa I think you need tums...,5/17/2014 18:36,1,tums,tums,0,,,11,,,
,tweet_id,user_id,text,created_at,label,Drug Name Extracted,Drug Name Normalized,prediction,drugs_predicted,,error type,,,
