255,3,6.36327E+17,37728023,Induction and dosing questions: Ok I have been on oxycodone and methadone inducted today 8 mg no pw. Last meth... http://t.co/UevufQZ2Kc,8/25/2015 23:59,1,oxycodone; methadone,oxycodone; methadone,1,today,,
518,3,3.73278E+17,1478779590,@granthpaulsen I have a bad AC joint..as long as he's not throwing the ball he will be ok!  Take a cortisone and he's good 2 go.,8/30/2013 2:57,1,cortisone,cortisone,1,bal,,
310,3,6.93177E+17,1000610552,"@mericanmademama cream and their healing balm mixed together which is practically ""all natural neosporin"" but that shit is expensive",1/29/2016 21:00,1,neosporin,neosporin,1,bal; neosporin,,
125,3,7.84532E+17,21048305,Anyone else compelled to pop a strong antacid before they switch on the news these days? #isthisreallife #whatthebleepisgoingon,10/7/2016 23:14,1,antacid,antacid,1,alli,,
495,3,8.95601E+17,238646230,#Remedy Zithromax sinus infection reviews - Zantac for babies with reflux side effects -… https://t.co/ohNCQ5O6qY via #hng #Herbal #news,8/10/2017 11:03,1,zithromax; zantac,zithromax; zantac,1,bal; zantac; zithromax,,
31,3,3.82005E+17,324162706,this damn ambiem got me feelin nnnniiiicccceee! WWHHHOOO-HHHHOOOO!!!!! LMAO! I could be taken advantage of right now lol IJS,9/23/2013 4:53,1,ambien,ambien,1,dv,,
792,3,6.92586E+17,518076938,"@2_Blessed4You But Aj said that Gatorade and pedialite should do it for em . Good luck with it , I'm hoping for the best for you .",1/28/2016 5:50,1,pedialite,pedialyte,1,dial; tora,,
590,3,8.49033E+17,246605855,I went from stool softener to Pepto-Bismol smfh life is just too much right now.,4/3/2017 22:58,1,pepto-bismol,pepto-bismol,1,ismo,,
429,2,5.14127E+17,1587517454,Receive a $1.00 off coupon Thanks Children’s Advil 4 my free trial of #ChildrensAdvilSugarFree! http://t.co/Jrv1fKbxXY,9/22/2014 18:58,1,children's advil; childrens advil sugar free,Children's advil; children's advil sugar free,1,advil; dv,,
70,3,8.08119E+17,42429736,Know what I learned today that was the highlight of my year? Antitussive - medication for cough suppressionWe take RobiTUSSin for coughs!,12/12/2016 1:17,1,antitussive; robitussin,antitussive; robitussin,1,antitussive; today,,error 4:misses a drug
733,2,4.79836E+17,1120278020,"@WencyO try advil pm, it'll put you straight to sleep and you'll wake up without a headache. I get them a lot 😔",6/20/2014 4:01,1,advil pm,advil pm,1,advil; advil pm; dv,,
924,2,7.00504E+17,30898869,"RT @crowdtappers: Advil has been delivering relief from headaches, muscle aches, minor arthritis &amp; other join pain for more than 30 years #…",2/19/2016 2:17,1,advil,advil,1,advil; dv,,error 5:predicts incorrect word instead of drug
,,tweet_id,user_id,text,created_at,label,Drug Name Extracted,Drug Name Normalized,prediction,drugs_predicted,,
477,,5.65182E+17,450218654,"RT @BSNGraduate2013: Pt: ""I'm allergic to Toradol and Morphine"" Me: 😑",2/10/2015 16:15,1,toradol; morphine,toradol; morphine,1,tora; toradol,,
423,,8.97338E+17,17638705,@khaxan No NSAIDs for me at the moment sadly. The bummers of being pregnant. Looking forward to ibuprofen again!!!,8/15/2017 6:05,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
770,,5.99952E+17,2383971702,RT @heidiLfrance: Those headaches when you feel like you need to take 15 ibuprofen &lt;,5/17/2015 14:59,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
226,,6.62354E+17,23632542,Ped ordered a blood test for food and environmental allergies for E. Also suggested we give him Zyrtec every day and Benadryl as needed.,11/5/2015 19:39,1,zyrtec; benadryl,zyrtec; benadryl,1,benadryl; zyrtec,,
475,,6.01757E+17,634707611,anybody got norcos,5/22/2015 14:31,1,norcos,norco,1,norco,,
912,,8.18715E+17,7.6234E+17,A truck loaded with Vicks VapoRub overturns on the motorway... Police confirms there will be no congestion for eight hours.,1/10/2017 7:02,1,vicks vaporub,vicks vaporub,1,onfi,,
45,,6.22954E+17,303348711,I just did a dose of percocets w some strippers 😈 http://t.co/Cj5rK0J6YM,7/20/2015 2:19,1,percocets,percocet,1,percocet,,
271,,5.07428E+17,990822912,@khakiincolor I literally want to rip my skin off when I take vicodin,9/4/2014 7:20,1,vicodin,vicodin,1,vicodin,,
680,,6.22291E+17,24555620,"""I needa pop a bunch of ibuprofens so I can get high"" 😂😂😂",7/18/2015 6:23,1,ibuprofens,ibuprofens,1,ibu; ibuprofen,,
582,,9.00624E+17,7.55424E+17,These norco pills ain't doing shitttt,8/24/2017 7:41,1,norcos,norco,1,norco,,
321,,7.20792E+17,2285972452,Percocets Got Me Dead 💊 #LILB,4/15/2016 1:51,1,percocets,percocet,1,percocet,,
209,,9.06559E+17,83958065,"😩 That Tylenol Ain't Helpingggg,Stink Is In My Back REAL BAD !!",9/9/2017 16:45,1,tylenol,tylenol,1,tylenol,,
916,,6.57355E+17,1935939734,"I took two of my Xanax, not realizing ""3 times daily"" meant every 8 hours and I'm over here like what the fuck is happening",10/23/2015 0:37,1,xanax,xanax,1,xanax,,
818,,7.68591E+17,32630287,RT @thehill: CEO of EpiPen maker at center of price hike firestorm is daughter of Dem senator: https://t.co/Csrg1OkSBe https://t.co/mk7oZs2…,8/24/2016 23:27,1,epipen,epipen,1,epipen,,
766,,6.58769E+17,37728023,Suboxone withdrawal/ tapering. A few questions: I started my 1st evening of vicodin withdrawals with 1mg sub. ... https://t.co/mlL6l933WB,10/26/2015 22:16,1,suboxone; vicodin,suboxone; vicodin,1,suboxone; vicodin,,
465,,3.42947E+17,22808619,RT @LifeandStrength: My Way by @UberBeastMode: Does Ibuprofen Enhance Or Impair Muscle Grow… http://t.co/mnBwVIakEB #DOMS #ibuprofen #nsaid…,6/7/2013 10:13,1,ibuprofen; nsaid,ibuprofen; nsaid,1,ibu; ibuprofen,,
469,,6.12013E+17,2380714520,I just pop me a xanax &amp; wake up tomorrow,6/19/2015 21:45,1,xanax,xanax,1,xanax,,
947,,7.95799E+17,922111441,@joy_jayneolivia I was prescribed Zofran and that worked great.,11/8/2016 1:23,1,zofran,zofran,1,zofran,,
828,,8.4656E+17,972419640,"The school had very clear instructions: If this girl eats anything containing peanuts, give her the EpiPen... https://t.co/4G3zp25pnM",3/28/2017 3:11,1,epipen,epipen,1,epipen,,
290,,7.70002E+17,18172474,"RT @itsjbpr: Public backlash, PR crisis continues despite cost concession for EpiPens: https://t.co/ae8Dn97i0J #crisispr #pr",8/28/2016 20:54,1,epipens,epipen,1,epipen,,
637,,2.13968E+17,310627882,@some1elsesbaby Hang in there I didn't o until cd 17 while on clomid,6/16/2012 12:14,1,clomid,clomid,1,clomid,,
821,,8.60879E+17,1059733332,RT @julienowell: Motrin® Recovery Zone is at Goodlife Marathon May 7-&gt;6am-3pm with great giveaways &amp; ways to manage body pain! #MotrinWarri…,5/6/2017 15:29,1,motrin,motrin,1,motrin,,
550,,7.01769E+17,305022602,"RT @picardonhealth: #Fentanyl fatalities surge to new heights, by @kahowlett @AndreaWoo https://t.co/2fNP43TXLi @Globe_Health #naloxone #op…",2/22/2016 14:03,1,fentanyl; naloxone,fentanyl; naloxone,1,fentanyl; naloxone,,
373,,3.76378E+17,285594809,"I took my  4 motrins for the day, now I feel like I can take on the world lol",9/7/2013 16:14,1,motrins,motrin,1,motrin,,
124,,8.16789E+17,478823758,RT @chicosez: Apparently the naloxone price hike isn't to do with demand. It's considered an essential medication. Just since the opioid cr…,1/4/2017 23:29,1,naloxone; opioid,naloxone; opioid,1,naloxone,,
587,,8.53301E+17,959202056,I got in trouble for bringing ibuprofen to school but y'all are letting kids do this shit? https://t.co/9A7ZBTND6y,4/15/2017 17:37,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
543,,5.79095E+17,122313612,"Ugh, poor Sullivan. Please work Motrin! https://t.co/QdIkvwzUZm",3/21/2015 1:40,1,motrin,motrin,1,motrin,,
425,,7.13512E+17,28043,@LindsayHotRod Oh FFS. #Xanax,3/25/2016 23:44,1,xanax,xanax,1,xanax,,
136,,8.65243E+17,56003975,Awesome. Works great. Easy to swallow #SeeHeartburnDifferently with NEW Nexium 24HR ClearMinis and Save $3! #ad https://t.co/c4keJspGrU,5/18/2017 16:29,1,nexium 24hr clearminis,nexium 24hr clearminis,1,nexium; nexium 24hr,,
745,,6.77217E+17,70876716,tylenol #3,12/16/2015 20:01,1,tylenol #3,tylenol #3,1,tylenol,,
65,,4.9379E+17,2214475865,"@MahsaYousefi I eat oatmeal constantly! Taking fenugreek too! My dr prescribed reglan, which WITH fenugreek I'm producing a good bit now!",7/28/2014 16:10,1,fenugreek; reglan; fenugreek,,1,reglan,,
619,,7.81354E+17,775869277,@holygrailhes just pop some ibuprofen and we're good.,9/29/2016 4:46,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
835,,7.50393E+17,37728023,When can i take sub: I took 4 norcos at 230pm yesterday and have been on norcos for a long time im done its k... https://t.co/LAU7EBozOq,7/5/2016 18:15,1,norcos; norcos,norco; norco,1,norco,,
283,,7.03033E+17,382310917,@JoannaaChambers truuuuuuuu she needs to stop buying chipotle and save for that Botox,2/26/2016 1:46,1,botox,botox,1,botox,,
571,,4.84538E+17,231270663,@AlexisWrightt all I got is the round ones left. There promethazine. I got you! 💯💯💯,7/3/2014 3:24,1,promethazine,promethazine,1,promethazine,,
91,,7.43487E+17,337489361,Spike my rootbeer with the lean and she just took a Xanax,6/16/2016 16:54,1,xanax,xanax,1,xanax,,
132,,5.81509E+17,3091636324,buy viagra rx online http://t.co/zYXt6xZXeT,3/27/2015 17:33,1,viagra,viagra,1,viagra,,
183,,7.78878E+17,2571613094,"RT @SenSanders: There's no reason an #EpiPen, which costs Mylan just a few dollars to make, should cost families hundreds of dollars.",9/22/2016 8:45,1,epipen,epipen,1,epipen; mili,,
873,,8.59895E+17,706603452,@whyofcorso This is why I opted for nexplanon in my arm,5/3/2017 22:17,1,nexplanon,nexplanon,1,nexplanon,,
700,,8.57294E+17,2950525545,doctors finally pinned me down in one country long enough to prescribe me humira. i have run away for so longggggg,4/26/2017 18:05,1,humira,humira,1,humira,,
486,,8.48111E+17,62774102,Mylan issues nationwide recall for Epipens with defective injectors | Washington Examiner https://t.co/Tl2SCYrCaw,4/1/2017 9:54,1,epipens,epipen,1,epipen,,
822,,8.33744E+17,1213605402,RT @Chi_Dikoko: @MamaletteNG: All sexually active #women should be taking #Folic Acid - See why here https://t.co/S5heKMCl7T,2/20/2017 18:25,1,folic acid,folic acid,1,folic acid,,
897,,5.39205E+17,354225584,Ran out of gaviscon and heartburn is so bad it's keeping me awake 😣 #help,11/30/2014 23:51,1,gaviscon,gaviscon,1,gaviscon,,
752,,5.35898E+17,18268854,19 weeks! Still rockin' Ralf (my Zofran pump) &amp; only 3 days until we see our babe on an ultrasound!!… http://t.co/ytjKwDIzi4,11/21/2014 20:48,1,zofran,zofran,1,zofran,,
289,,6.08815E+17,35571940,James just chased his xanax with a shot of crown apple 😂😂 then his sunglasses flew out the window. This is gonna be  great weekend 😂,6/11/2015 1:56,1,xanax,xanax,1,xanax,,
678,,5.87629E+17,3091523843,amlodipine besylate and amlodipine the same http://t.co/GXMtdfa81w,4/13/2015 14:50,1,amlodipine besylate; amlodipine,amlodipine besylate; amlodipine,1,amlodipine besylate,,
872,,8.70086E+17,1554336475,RT @mariellephant: your mcm calls himself an entrepreneur bc he sells xanax to high schoolers,6/1/2017 1:13,1,xanax,xanax,1,xanax,,
921,,8.10381E+17,377115600,"My head is killing me but i just got back into bed without taking my ibuprofen, why'd i go and do that",12/18/2016 7:07,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
400,,7.72222E+17,26670534,When 800 mg of ibuprofen does not do a thing for your headache... 🤕💊😭,9/3/2016 23:57,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
881,,5.72116E+17,2341739755,cialis recall http://t.co/AkP90NEgyu,3/1/2015 19:26,1,cialis,cialis,1,cialis,,
319,,8.96992E+17,2856026443,promethazine is giving me a toothache,8/14/2017 7:09,1,promethazine,promethazine,1,promethazine,,
22,,4.57391E+17,350140085,RT @HollowClip: Worst headache in the fucking world. Two tylenol extra strengths didnt help,4/19/2014 5:32,1,tylenol extra strengths,tylenol extra strengths,1,tylenol,,
337,,8.84206E+17,1419015398,RT @araslanian_: stop trying to convince your friends to stop taking xanax it's called natural selection,7/10/2017 0:23,1,xanax,xanax,1,xanax,,
607,,8.51157E+17,473595086,RT @PhillyCustoms: Mask Off (really on the molly and percocets edition) https://t.co/hm8bM6IfT6,4/9/2017 19:38,1,percocet,percocet,1,percocet,,
254,,8.04127E+17,1903184083,I need to pop an ibuprofen &amp; take a nap,12/1/2016 0:58,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
313,,8.48686E+17,43829973,How many ibuprofen do I have to take before it does anythingApparently the answer is greater than five,4/2/2017 23:59,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
842,,7.95539E+17,43623769,I took two Valium before leaving and I'm already flying before I've even gotten through security.,11/7/2016 8:11,1,valium,valium,1,valium,,
420,,8.11692E+17,7.68289E+17,RT @deathlylusts: pussy like xanax cus it make u fall asleep.,12/21/2016 21:58,1,xanax,xanax,1,xanax,,
216,,6.98979E+17,392774510,#bpdchat Drs in hospital wanted to pause my seroquel xr for a couple nights when already highly stressed- bad idea! - panic attack ugh,2/14/2016 21:17,1,seroquel xr,seroquel xr,1,seroquel; seroquel xr,,
171,,8.26767E+17,25726490,prednisone 20mg 3 tablets once daily what does this mean - I was told by my PCP and the Walgreen Pharmacy to ta... https://t.co/gu3x7KgYxn,2/1/2017 12:17,1,prednisone,prednisone,1,prednisone,,
153,,5.19604E+17,1355897600,Going back to work this weekend and going to get nexplanon Monday,10/7/2014 21:41,1,nexplanon,nexplanon,1,nexplanon,,
602,,8.87646E+17,170560157,"Pretty sure it's only the oxy in percocet that's a controlled substance but if I was gonna develop a drug habit it'd be for these pills, lol",7/19/2017 12:10,1,oxy; percocet,oxy; percocet,1,percocet,,
8,,6.7439E+17,17327023,"RT @blogger4fun2011: Tylenol #HowWeFamily #IC #ad It's not about who you love, but how.How We Family Video https://t.co/20v61y9tFZ",12/9/2015 0:46,1,tylenol,tylenol,1,tylenol,,
316,,8.98157E+17,768230792,"@sweetchiId Awful! They have to go in my bedroom, and I don't even like when my parents go in there! I need a xanax.",8/17/2017 12:19,1,xanax,xanax,1,xanax,,
147,,5.42694E+17,323497288,"Leggings, Unisom, weight gain, and epidurals... I made a little ""Preggo Survey"" to share, with some… http://t.co/HoN1iTKMA9",12/10/2014 14:56,1,unisom; epidurals,Unisom; epidurals,1,unisom,,
42,,6.7618E+17,339812877,or how about just don't to xanax,12/13/2015 23:22,1,xanax,xanax,1,xanax,,
870,,6.29711E+17,606483072,"@DeeGallotto the visteril didn't do much to me, but I hated the Lorazepam &amp; stopped taking them &amp; continued with my Xanax. I'm used to them",8/7/2015 17:47,1,visteril; lorazepam; xanax,visteril; lorazepam; xanax,1,loraz; lorazepam; teril; xanax,,
541,,8.13322E+17,314319077,I been popping benadryls left and right 😕,12/26/2016 9:55,1,benadryls,benadryl,1,benadryl,,
585,,6.31833E+17,174010160,🎧 the percocet &amp; stripper joint,8/13/2015 14:19,1,percocet,percocet,1,percocet,,
891,,7.95761E+17,377920778,RT @wsvn: Three @browardsheriff K-9 search dogs sickened from powerful street drug fentanyl https://t.co/ikJDlhPpwe https://t.co/JmSjjSHHkd,11/7/2016 22:51,1,fentanyl,fentanyl,1,fentanyl,,
596,,8.57265E+17,525817202,"Imagine how many girls have been given Xanax by a guy ""friend"" woke up clueless/naked/hurt, with no one there to explain. HM PERSPECTIVE..",4/26/2017 16:09,1,xanax,xanax,1,xanax,,
779,,8.97702E+17,159982809,"Sure, the doctor called me in a script for Zantac because of this.",8/16/2017 6:09,1,zantac,zantac,1,zantac,,
651,,4.53543E+17,102799932,Dosed up on ibuprofen ready to totter on these beauties this evening! #excited http://t.co/nakZhohP09,4/8/2014 14:38,1,ibuprofen,ibuprofen,1,ibu; ibuprofen,,
264,,8.71488E+17,2663382590,Vlog 402 Can You Get Pregnant on the NuvaRing? #BirthControl #FamilyVlogs https://t.co/ZvgRiRypuV,6/4/2017 22:04,1,nuvaring,NuvaRing,1,nuvaring,,
751,,8.5851E+17,8.20839E+17,Took a Benadryl and might not make it to 11,4/30/2017 2:34,1,benadryl,benadryl,1,benadryl,,
436,,7.91804E+17,2497216891,I STILL gag every time I try to swallow any pill because of my horrible experience with Flagyl. It's been over a year. #woof,10/28/2016 0:50,1,flagyl,flagyl,1,flagyl,,
